year,mmwr_week,siteID,lifeStage,scientificName,n,ind_w_larval_ticks,ind_w_nymphal_ticks,ind_w_adult_ticks
2015,32,KONZ,unknown,Microtus ochrogaster,1,0,0,0
2015,32,KONZ,unknown,Peromyscus leucopus,1,0,0,0
2015,32,KONZ,NA,Neotoma floridana,1,0,0,0
2015,32,ORNL,adult,Blarina brevicauda,10,0,0,0
2015,32,ORNL,adult,Ochrotomys nuttalli,1,0,0,0
2015,32,ORNL,adult,Peromyscus leucopus,108,0,0,0
2015,32,ORNL,adult,Peromyscus maniculatus,7,0,0,0
2015,32,ORNL,adult,Sigmodon hispidus,13,0,0,0
2015,32,ORNL,adult,Tamias striatus,37,0,0,0
2015,32,ORNL,NA,Tamias striatus,1,0,0,0
2015,32,TALL,adult,Peromyscus gossypinus,34,0,0,0
2015,32,TALL,adult,Peromyscus leucopus,5,0,0,0
2015,32,TALL,unknown,Blarina carolinensis,1,0,0,0
2015,32,TALL,NA,Blarina carolinensis,16,0,0,0
2015,33,OSBS,adult,Ochrotomys nuttalli,6,0,0,0
2015,33,OSBS,adult,Peromyscus gossypinus,5,0,0,0
2015,33,OSBS,adult,Podomys floridanus,8,0,0,0
2015,33,OSBS,subadult,Peromyscus gossypinus,2,0,0,0
2015,33,SERC,adult,Blarina brevicauda,19,0,0,0
2015,33,SERC,adult,Mus musculus,2,0,0,0
2015,33,SERC,adult,Peromyscus leucopus,25,0,0,0
2015,33,SERC,subadult,Peromyscus leucopus,2,0,0,0
2015,33,SERC,unknown,Peromyscus leucopus,1,0,0,0
2015,35,UKFS,adult,Microtus ochrogaster,4,0,0,0
2015,35,UKFS,adult,Neotoma floridana,19,0,0,0
2015,35,UKFS,adult,Peromyscus leucopus,57,0,0,0
2015,35,UKFS,adult,Peromyscus maniculatus,5,0,0,0
2015,35,UKFS,adult,Sigmodon hispidus,88,0,0,0
2015,35,UKFS,juvenile,Peromyscus maniculatus,2,0,0,0
2015,35,UKFS,juvenile,Sigmodon hispidus,4,0,0,0
2015,35,UKFS,subadult,Peromyscus maniculatus,2,0,0,0
2015,35,UKFS,subadult,Sigmodon hispidus,55,0,0,0
2015,36,ORNL,adult,Blarina brevicauda,9,0,0,0
2015,36,ORNL,adult,Peromyscus leucopus,88,0,0,0
2015,36,ORNL,adult,Peromyscus maniculatus,6,0,0,0
2015,36,ORNL,adult,Sigmodon hispidus,7,0,0,0
2015,36,ORNL,adult,Tamias striatus,37,0,0,0
2015,36,ORNL,NA,Blarina brevicauda,3,0,0,0
2015,36,ORNL,NA,Peromyscus sp.,1,0,0,0
2015,36,ORNL,NA,Sigmodon hispidus,1,0,0,0
2015,36,ORNL,NA,Tamias striatus,1,0,0,0
2015,36,SCBI,adult,Blarina brevicauda,53,0,0,0
2015,36,SCBI,adult,Microtus pennsylvanicus,5,0,0,0
2015,36,SCBI,adult,Microtus pinetorum,4,0,0,0
2015,36,SCBI,adult,Mus musculus,2,0,0,0
2015,36,SCBI,adult,Peromyscus leucopus,120,0,0,0
2015,36,SCBI,adult,Rattus rattus,1,0,0,0
2015,36,SCBI,juvenile,Blarina brevicauda,1,0,0,0
2015,36,SCBI,juvenile,Mus musculus,3,0,0,0
2015,36,SCBI,juvenile,Peromyscus leucopus,4,0,0,0
2015,36,SCBI,subadult,Microtus pennsylvanicus,3,0,0,0
2015,36,SCBI,subadult,Mus musculus,2,0,0,0
2015,36,SCBI,subadult,Peromyscus leucopus,12,0,0,0
2015,36,SCBI,subadult,Zapus hudsonius,1,0,0,0
2015,36,SCBI,NA,Blarina brevicauda,4,0,0,0
2015,36,UKFS,adult,Microtus ochrogaster,2,0,0,0
2015,36,UKFS,adult,Neotoma floridana,5,0,0,0
2015,36,UKFS,adult,Peromyscus leucopus,33,0,0,0
2015,36,UKFS,adult,Peromyscus maniculatus,2,0,0,0
2015,36,UKFS,adult,Sigmodon hispidus,27,0,0,0
2015,36,UKFS,juvenile,Sigmodon hispidus,2,0,0,0
2015,36,UKFS,subadult,Sigmodon hispidus,2,0,0,0
2015,36,UKFS,unknown,Sigmodon hispidus,1,0,0,0
2015,37,BLAN,adult,Mus musculus,4,0,0,0
2015,37,BLAN,adult,Peromyscus leucopus,77,0,0,0
2015,37,BLAN,juvenile,Microtus pinetorum,1,0,0,0
2015,37,BLAN,juvenile,Peromyscus leucopus,2,0,0,0
2015,37,BLAN,subadult,Peromyscus leucopus,1,0,0,0
2015,37,BLAN,unknown,Peromyscus leucopus,1,0,0,0
2015,37,KONZ,adult,Blarina hylophaga,5,0,0,0
2015,37,KONZ,adult,Chaetodipus hispidus,9,0,0,0
2015,37,KONZ,adult,Ictidomys tridecemlineatus,3,0,0,0
2015,37,KONZ,adult,Microtus ochrogaster,84,0,0,0
2015,37,KONZ,adult,Neotoma floridana,11,0,0,0
2015,37,KONZ,adult,Peromyscus leucopus,82,0,0,0
2015,37,KONZ,adult,Peromyscus maniculatus,24,0,0,0
2015,37,KONZ,adult,Sigmodon hispidus,13,0,0,0
2015,37,KONZ,juvenile,Chaetodipus hispidus,1,0,0,0
2015,37,KONZ,juvenile,Microtus ochrogaster,1,0,0,0
2015,37,KONZ,juvenile,Peromyscus leucopus,3,0,0,0
2015,37,KONZ,juvenile,Sigmodon hispidus,5,0,0,0
2015,37,KONZ,juvenile,Zapus hudsonius,1,0,0,0
2015,37,KONZ,subadult,Chaetodipus hispidus,3,0,0,0
2015,37,KONZ,subadult,Neotoma floridana,2,0,0,0
2015,37,KONZ,subadult,Peromyscus maniculatus,1,0,0,0
2015,37,KONZ,subadult,Sigmodon hispidus,2,0,0,0
2015,37,KONZ,NA,Blarina hylophaga,1,0,0,0
2015,37,KONZ,NA,Neotoma floridana,2,0,0,0
2015,37,KONZ,NA,Peromyscus leucopus,1,0,0,0
2015,37,OSBS,adult,Cryptotis parva,2,0,0,0
2015,37,OSBS,adult,Ochrotomys nuttalli,4,0,0,0
2015,37,OSBS,adult,Peromyscus gossypinus,2,0,0,0
2015,37,OSBS,adult,Podomys floridanus,8,0,0,0
2015,37,OSBS,adult,Sigmodon hispidus,3,0,0,0
2015,37,OSBS,juvenile,Podomys floridanus,3,0,0,0
2015,37,OSBS,unknown,Glaucomys volans,1,0,0,0
2015,37,SCBI,adult,Blarina brevicauda,16,0,0,0
2015,37,SCBI,adult,Peromyscus leucopus,34,0,0,0
2015,37,SCBI,adult,Zapus hudsonius,2,0,0,0
2015,37,SCBI,subadult,Peromyscus leucopus,1,0,0,0
2015,37,SCBI,subadult,Zapus hudsonius,1,0,0,0
2015,37,SCBI,NA,Zapus hudsonius,1,0,0,0
2015,41,BLAN,adult,Blarina brevicauda,3,0,0,0
2015,41,BLAN,adult,Mus musculus,8,0,0,0
2015,41,BLAN,adult,Peromyscus leucopus,52,0,0,0
2015,41,BLAN,adult,Tamias striatus,1,0,0,0
2015,41,BLAN,juvenile,Blarina brevicauda,1,0,0,0
2015,41,BLAN,juvenile,Peromyscus leucopus,3,0,0,0
2015,41,BLAN,subadult,Mus musculus,2,0,0,0
2015,41,BLAN,subadult,Peromyscus leucopus,5,0,0,0
2015,41,OSBS,adult,Ochrotomys nuttalli,1,0,0,0
2015,41,OSBS,adult,Peromyscus gossypinus,3,0,0,0
2015,42,SERC,adult,Blarina brevicauda,12,0,0,0
2015,42,SERC,adult,Peromyscus leucopus,8,0,0,0
2015,42,SERC,juvenile,Peromyscus leucopus,2,0,0,0
2015,42,SERC,subadult,Peromyscus leucopus,1,0,0,0
2016,11,TALL,adult,Peromyscus gossypinus,6,0,0,0
2016,11,TALL,adult,Peromyscus leucopus,7,0,0,0
2016,11,TALL,juvenile,Peromyscus leucopus,2,0,0,0
2016,11,TALL,subadult,Peromyscus leucopus,1,0,0,0
2016,13,SCBI,adult,Blarina brevicauda,7,0,0,0
2016,13,SCBI,adult,Microtus pennsylvanicus,1,0,0,0
2016,13,SCBI,adult,Mus musculus,3,0,0,0
2016,13,SCBI,adult,Peromyscus leucopus,42,14,3,0
2016,13,SCBI,adult,Peromyscus maniculatus,2,1,0,0
2016,13,SCBI,juvenile,Peromyscus leucopus,2,0,0,0
2016,13,SCBI,juvenile,Peromyscus maniculatus,1,0,0,0
2016,13,SCBI,subadult,Mus musculus,1,0,0,0
2016,13,SCBI,subadult,Peromyscus leucopus,6,3,0,0
2016,13,SCBI,subadult,Peromyscus maniculatus,2,1,0,0
2016,13,SCBI,unknown,Peromyscus leucopus,1,0,0,0
2016,13,SCBI,unknown,Peromyscus sp.,2,0,0,0
2016,14,BLAN,adult,Peromyscus leucopus,8,1,0,0
2016,14,BLAN,adult,Peromyscus maniculatus,2,0,0,0
2016,14,BLAN,subadult,Peromyscus leucopus,1,0,0,0
2016,14,ORNL,adult,Peromyscus leucopus,28,4,1,0
2016,14,ORNL,adult,Peromyscus maniculatus,13,1,1,0
2016,14,ORNL,adult,Sigmodon hispidus,1,0,0,0
2016,14,ORNL,adult,Tamias striatus,1,0,0,0
2016,14,ORNL,juvenile,Peromyscus leucopus,1,0,0,0
2016,14,OSBS,adult,Blarina carolinensis,1,0,0,0
2016,14,OSBS,adult,Peromyscus gossypinus,6,0,0,0
2016,14,OSBS,adult,Podomys floridanus,7,0,0,0
2016,14,OSBS,juvenile,Peromyscus gossypinus,1,0,0,0
2016,14,OSBS,juvenile,Podomys floridanus,2,0,0,0
2016,14,OSBS,subadult,Peromyscus gossypinus,2,0,0,0
2016,14,SCBI,adult,Blarina brevicauda,2,0,0,0
2016,14,SCBI,adult,Microtus pennsylvanicus,9,0,0,0
2016,14,SCBI,adult,Mus musculus,3,2,0,0
2016,14,SCBI,adult,Peromyscus leucopus,4,1,1,0
2016,14,SCBI,juvenile,Mus musculus,1,0,0,0
2016,14,SCBI,subadult,Mus musculus,2,0,0,0
2016,14,SCBI,subadult,Peromyscus leucopus,1,0,0,0
2016,15,KONZ,adult,Microtus ochrogaster,29,1,4,8
2016,15,KONZ,adult,Peromyscus leucopus,5,2,2,3
2016,15,KONZ,adult,Peromyscus maniculatus,33,10,6,6
2016,15,KONZ,adult,Reithrodontomys megalotis,10,0,1,1
2016,15,KONZ,adult,Sigmodon hispidus,6,0,0,0
2016,15,KONZ,juvenile,Microtus ochrogaster,9,0,2,1
2016,15,KONZ,subadult,Microtus ochrogaster,10,0,0,0
2016,15,KONZ,subadult,Peromyscus leucopus,1,0,0,0
2016,15,KONZ,subadult,Peromyscus maniculatus,3,2,1,0
2016,15,KONZ,unknown,Peromyscus maniculatus,1,0,0,1
2016,15,TALL,adult,Blarina carolinensis,14,0,0,0
2016,15,TALL,adult,Peromyscus gossypinus,35,2,2,0
2016,15,TALL,adult,Peromyscus leucopus,14,0,0,0
2016,15,TALL,juvenile,Peromyscus gossypinus,6,0,0,0
2016,15,TALL,juvenile,Peromyscus leucopus,1,0,0,0
2016,15,TALL,subadult,Peromyscus gossypinus,1,0,0,0
2016,15,TALL,subadult,Peromyscus leucopus,2,0,0,0
2016,15,TALL,unknown,Blarina carolinensis,3,0,0,0
2016,17,SCBI,adult,Blarina brevicauda,9,0,0,0
2016,17,SCBI,adult,Microtus pennsylvanicus,8,1,6,2
2016,17,SCBI,adult,Mus musculus,17,1,0,0
2016,17,SCBI,adult,Peromyscus leucopus,37,13,6,1
2016,17,SCBI,adult,Peromyscus maniculatus,4,0,1,0
2016,17,SCBI,adult,Sorex fumeus,1,0,0,0
2016,17,SCBI,juvenile,Microtus pennsylvanicus,1,0,0,0
2016,17,SCBI,juvenile,Mus musculus,3,0,0,0
2016,17,SCBI,juvenile,Peromyscus leucopus,7,2,0,0
2016,17,SCBI,juvenile,Peromyscus maniculatus,2,0,0,0
2016,17,SCBI,subadult,Microtus pennsylvanicus,4,0,2,0
2016,17,SCBI,subadult,Mus musculus,9,0,0,0
2016,17,SCBI,subadult,Peromyscus leucopus,4,1,1,0
2016,17,SCBI,unknown,Mus musculus,1,0,0,0
2016,17,SCBI,unknown,Peromyscus leucopus,1,0,0,0
2016,17,SCBI,unknown,Peromyscus sp.,1,0,0,0
2016,18,ORNL,adult,Blarina brevicauda,7,0,0,0
2016,18,ORNL,adult,Ochrotomys nuttalli,3,0,0,0
2016,18,ORNL,adult,Peromyscus leucopus,77,1,4,1
2016,18,ORNL,adult,Peromyscus maniculatus,30,2,2,1
2016,18,ORNL,adult,Sigmodon hispidus,7,0,0,0
2016,18,ORNL,adult,Tamias striatus,3,0,0,0
2016,18,ORNL,juvenile,Peromyscus leucopus,4,0,0,0
2016,18,ORNL,subadult,Peromyscus leucopus,8,0,1,0
2016,18,ORNL,subadult,Peromyscus maniculatus,1,0,0,0
2016,18,OSBS,adult,Ochrotomys nuttalli,2,0,1,0
2016,18,OSBS,adult,Peromyscus gossypinus,12,0,0,0
2016,18,OSBS,adult,Podomys floridanus,30,0,0,0
2016,18,OSBS,juvenile,Peromyscus gossypinus,1,0,0,0
2016,18,OSBS,juvenile,Podomys floridanus,3,0,0,0
2016,18,OSBS,subadult,Peromyscus gossypinus,2,0,0,0
2016,18,OSBS,subadult,Podomys floridanus,2,0,0,0
2016,18,OSBS,unknown,Glaucomys volans,3,0,0,0
2016,18,UKFS,adult,Microtus ochrogaster,7,1,4,2
2016,18,UKFS,adult,Neotoma floridana,1,1,0,0
2016,18,UKFS,adult,Peromyscus leucopus,90,18,11,26
2016,18,UKFS,adult,Peromyscus maniculatus,10,0,0,2
2016,18,UKFS,adult,Reithrodontomys megalotis,4,0,0,0
2016,18,UKFS,adult,Sigmodon hispidus,6,0,2,1
2016,18,UKFS,juvenile,Microtus ochrogaster,1,0,0,1
2016,18,UKFS,juvenile,Peromyscus leucopus,3,0,0,0
2016,18,UKFS,subadult,Microtus ochrogaster,2,0,0,0
2016,18,UKFS,subadult,Peromyscus leucopus,13,1,1,2
2016,19,KONZ,adult,Blarina hylophaga,1,0,0,0
2016,19,KONZ,adult,Chaetodipus hispidus,4,0,0,0
2016,19,KONZ,adult,Microtus ochrogaster,22,1,3,5
2016,19,KONZ,adult,Neotoma floridana,2,1,0,0
2016,19,KONZ,adult,Peromyscus leucopus,56,17,24,32
2016,19,KONZ,adult,Peromyscus maniculatus,38,1,7,6
2016,19,KONZ,adult,Reithrodontomys megalotis,2,0,0,0
2016,19,KONZ,adult,Sigmodon hispidus,2,0,1,1
2016,19,KONZ,adult,Zapus hudsonius,5,0,0,2
2016,19,KONZ,juvenile,Peromyscus leucopus,4,0,1,2
2016,19,KONZ,juvenile,Peromyscus maniculatus,2,0,1,1
2016,19,KONZ,subadult,Chaetodipus hispidus,1,0,0,1
2016,19,KONZ,subadult,Neotoma floridana,1,0,0,0
2016,19,KONZ,subadult,Peromyscus leucopus,8,2,4,4
2016,19,KONZ,subadult,Peromyscus maniculatus,6,1,1,1
2016,19,KONZ,unknown,Blarina hylophaga,1,0,0,0
2016,19,SERC,adult,Blarina brevicauda,3,0,0,0
2016,19,SERC,adult,Peromyscus leucopus,29,17,5,0
2016,19,SERC,adult,Peromyscus sp.,1,0,0,0
2016,19,SERC,juvenile,Peromyscus leucopus,5,3,0,0
2016,19,SERC,subadult,Peromyscus leucopus,16,8,3,0
2016,19,SERC,subadult,Peromyscus sp.,1,1,0,0
2016,19,TALL,adult,Blarina carolinensis,4,0,0,0
2016,19,TALL,adult,Peromyscus gossypinus,43,1,0,0
2016,19,TALL,adult,Peromyscus leucopus,19,0,3,0
2016,19,TALL,adult,Sigmodon hispidus,1,0,0,0
2016,19,TALL,juvenile,Peromyscus gossypinus,4,0,1,0
2016,19,TALL,juvenile,Peromyscus leucopus,5,0,2,0
2016,19,TALL,subadult,Peromyscus gossypinus,4,0,0,0
2016,19,TALL,subadult,Peromyscus leucopus,2,0,0,0
2016,19,TALL,unknown,Blarina carolinensis,1,0,0,0
2016,22,ORNL,adult,Blarina brevicauda,1,0,0,0
2016,22,ORNL,adult,Peromyscus leucopus,94,12,6,0
2016,22,ORNL,adult,Peromyscus maniculatus,27,3,2,0
2016,22,ORNL,adult,Sigmodon hispidus,4,0,0,0
2016,22,ORNL,adult,Tamias striatus,7,0,0,0
2016,22,ORNL,juvenile,Peromyscus leucopus,3,1,0,0
2016,22,ORNL,juvenile,Reithrodontomys humulis,1,0,0,0
2016,22,ORNL,subadult,Peromyscus leucopus,12,4,1,0
2016,22,ORNL,unknown,Blarina brevicauda,1,0,0,0
2016,22,OSBS,adult,Blarina carolinensis,2,0,0,0
2016,22,OSBS,adult,Ochrotomys nuttalli,2,0,0,0
2016,22,OSBS,adult,Peromyscus gossypinus,7,0,0,0
2016,22,OSBS,adult,Podomys floridanus,31,0,0,0
2016,22,OSBS,adult,Sigmodon hispidus,1,0,0,0
2016,22,OSBS,juvenile,Peromyscus gossypinus,2,0,0,0
2016,22,OSBS,juvenile,Podomys floridanus,1,0,0,0
2016,22,OSBS,subadult,Podomys floridanus,1,0,0,0
2016,22,OSBS,unknown,Glaucomys volans,9,0,0,0
2016,22,OSBS,unknown,Sciurus carolinensis,1,0,0,0
2016,22,SCBI,adult,Blarina brevicauda,6,0,0,0
2016,22,SCBI,adult,Microtus pennsylvanicus,4,0,1,1
2016,22,SCBI,adult,Mus musculus,24,0,0,0
2016,22,SCBI,adult,Peromyscus leucopus,50,14,12,0
2016,22,SCBI,adult,Peromyscus maniculatus,1,0,0,0
2016,22,SCBI,juvenile,Peromyscus leucopus,6,0,0,0
2016,22,SCBI,subadult,Microtus pennsylvanicus,4,0,2,0
2016,22,SCBI,subadult,Mus musculus,5,0,0,0
2016,22,SCBI,subadult,Peromyscus leucopus,20,9,2,0
2016,22,SCBI,subadult,Peromyscus maniculatus,1,0,0,0
2016,22,SCBI,unknown,Peromyscus sp.,1,0,0,0
2016,23,BLAN,adult,Blarina brevicauda,1,0,0,0
2016,23,BLAN,adult,Peromyscus leucopus,42,5,2,0
2016,23,BLAN,adult,Peromyscus maniculatus,2,0,0,0
2016,23,BLAN,adult,Tamias striatus,3,0,0,0
2016,23,BLAN,juvenile,Peromyscus leucopus,2,0,0,0
2016,23,BLAN,subadult,Microtus pennsylvanicus,2,0,0,0
2016,23,BLAN,subadult,Peromyscus leucopus,34,1,2,0
2016,23,BLAN,unknown,Cricetidae sp.,1,0,0,0
2016,23,KONZ,adult,Blarina hylophaga,2,0,0,0
2016,23,KONZ,adult,Chaetodipus hispidus,3,0,0,1
2016,23,KONZ,adult,Microtus ochrogaster,35,0,0,0
2016,23,KONZ,adult,Neotoma floridana,4,0,0,0
2016,23,KONZ,adult,Peromyscus leucopus,69,3,9,14
2016,23,KONZ,adult,Peromyscus maniculatus,108,1,2,2
2016,23,KONZ,adult,Reithrodontomys megalotis,4,0,0,0
2016,23,KONZ,adult,Sigmodon hispidus,1,0,0,0
2016,23,KONZ,adult,Zapus hudsonius,2,0,0,0
2016,23,KONZ,juvenile,Microtus ochrogaster,8,0,0,0
2016,23,KONZ,juvenile,Peromyscus leucopus,4,0,0,0
2016,23,KONZ,juvenile,Peromyscus maniculatus,1,0,0,0
2016,23,KONZ,subadult,Microtus ochrogaster,8,0,0,0
2016,23,KONZ,subadult,Neotoma floridana,2,0,0,0
2016,23,KONZ,subadult,Peromyscus leucopus,8,0,0,1
2016,23,KONZ,subadult,Peromyscus maniculatus,4,0,0,0
2016,23,KONZ,unknown,Blarina hylophaga,1,0,0,0
2016,23,KONZ,unknown,Mammalia sp.,1,0,0,0
2016,23,KONZ,unknown,Peromyscus leucopus,1,0,0,0
2016,23,KONZ,unknown,Peromyscus maniculatus,2,0,0,0
2016,23,TALL,adult,Peromyscus gossypinus,38,0,0,0
2016,23,TALL,adult,Peromyscus leucopus,6,0,0,0
2016,23,TALL,adult,Sigmodon hispidus,1,0,0,0
2016,23,TALL,subadult,Peromyscus gossypinus,1,0,0,0
2016,23,TALL,subadult,Peromyscus leucopus,1,0,0,0
2016,23,TALL,unknown,Blarina carolinensis,3,0,0,0
2016,23,TALL,unknown,Peromyscus leucopus,2,0,0,0
2016,26,SCBI,adult,Blarina brevicauda,7,0,0,0
2016,26,SCBI,adult,Microtus pennsylvanicus,3,1,0,0
2016,26,SCBI,adult,Mus musculus,10,1,0,0
2016,26,SCBI,adult,Peromyscus leucopus,63,16,3,0
2016,26,SCBI,adult,Peromyscus maniculatus,4,3,1,0
2016,26,SCBI,juvenile,Mus musculus,1,1,0,0
2016,26,SCBI,juvenile,Peromyscus sp.,1,0,0,0
2016,26,SCBI,subadult,Blarina brevicauda,1,0,0,0
2016,26,SCBI,subadult,Microtus pennsylvanicus,6,2,0,0
2016,26,SCBI,subadult,Mus musculus,2,0,0,0
2016,26,SCBI,subadult,Peromyscus leucopus,46,6,1,0
2016,26,SCBI,subadult,Peromyscus maniculatus,3,2,0,0
2016,26,SCBI,unknown,Peromyscus sp.,3,0,0,0
2016,26,UKFS,adult,Microtus ochrogaster,21,0,0,1
2016,26,UKFS,adult,Neotoma floridana,14,0,0,0
2016,26,UKFS,adult,Peromyscus leucopus,86,2,2,2
2016,26,UKFS,adult,Peromyscus maniculatus,5,0,0,0
2016,26,UKFS,adult,Reithrodontomys megalotis,7,0,0,0
2016,26,UKFS,adult,Sigmodon hispidus,14,1,0,1
2016,26,UKFS,juvenile,Neotoma floridana,1,0,0,0
2016,26,UKFS,juvenile,Sigmodon hispidus,2,0,0,0
2016,26,UKFS,subadult,Microtus ochrogaster,3,0,0,0
2016,26,UKFS,subadult,Neotoma floridana,9,0,0,0
2016,26,UKFS,subadult,Peromyscus leucopus,1,0,0,0
2016,26,UKFS,subadult,Sigmodon hispidus,4,0,0,0
2016,27,KONZ,adult,Blarina hylophaga,1,0,0,0
2016,27,KONZ,adult,Chaetodipus hispidus,8,0,0,0
2016,27,KONZ,adult,Ictidomys tridecemlineatus,1,0,0,0
2016,27,KONZ,adult,Microtus ochrogaster,55,0,0,5
2016,27,KONZ,adult,Microtus pinetorum,1,0,0,0
2016,27,KONZ,adult,Neotoma floridana,13,1,0,1
2016,27,KONZ,adult,Peromyscus leucopus,92,2,3,1
2016,27,KONZ,adult,Peromyscus maniculatus,70,2,4,0
2016,27,KONZ,adult,Reithrodontomys megalotis,6,0,0,0
2016,27,KONZ,adult,Sigmodon hispidus,14,1,1,0
2016,27,KONZ,adult,Zapus hudsonius,2,0,0,0
2016,27,KONZ,juvenile,Chaetodipus hispidus,1,0,0,0
2016,27,KONZ,juvenile,Ictidomys tridecemlineatus,1,0,0,0
2016,27,KONZ,juvenile,Microtus ochrogaster,1,0,0,0
2016,27,KONZ,juvenile,Sigmodon hispidus,2,0,0,0
2016,27,KONZ,subadult,Chaetodipus hispidus,1,0,0,0
2016,27,KONZ,subadult,Microtus ochrogaster,1,0,0,0
2016,27,KONZ,subadult,Neotoma floridana,2,0,0,0
2016,27,KONZ,subadult,Peromyscus leucopus,1,0,0,0
2016,27,KONZ,subadult,Sigmodon hispidus,9,0,1,0
2016,27,KONZ,unknown,Mammalia sp.,1,0,0,0
2016,27,KONZ,unknown,Microtus ochrogaster,1,0,0,0
2016,27,KONZ,unknown,Peromyscus maniculatus,1,0,0,0
2016,27,KONZ,unknown,Reithrodontomys megalotis,1,0,0,0
2016,27,ORNL,adult,Blarina brevicauda,1,0,0,0
2016,27,ORNL,adult,Peromyscus leucopus,88,36,5,0
2016,27,ORNL,adult,Peromyscus maniculatus,16,7,0,0
2016,27,ORNL,adult,Peromyscus sp.,1,0,0,0
2016,27,ORNL,adult,Reithrodontomys humulis,1,0,0,0
2016,27,ORNL,adult,Sigmodon hispidus,4,0,1,0
2016,27,ORNL,adult,Tamias striatus,5,0,0,0
2016,27,OSBS,adult,Cryptotis parva,1,0,0,0
2016,27,OSBS,adult,Ochrotomys nuttalli,1,0,0,0
2016,27,OSBS,adult,Peromyscus gossypinus,2,0,0,0
2016,27,OSBS,adult,Podomys floridanus,21,0,0,0
2016,27,OSBS,adult,Sigmodon hispidus,7,0,0,0
2016,27,OSBS,juvenile,Podomys floridanus,1,0,0,0
2016,27,OSBS,subadult,Peromyscus gossypinus,1,0,0,0
2016,27,OSBS,subadult,Podomys floridanus,1,0,0,0
2016,27,OSBS,subadult,Sigmodon hispidus,1,0,0,0
2016,27,OSBS,unknown,Glaucomys volans,11,0,0,0
2016,27,OSBS,unknown,Sigmodon hispidus,1,0,0,0
2016,27,SERC,adult,Blarina brevicauda,2,0,0,0
2016,27,SERC,adult,Mus musculus,1,0,0,0
2016,27,SERC,adult,Peromyscus leucopus,55,47,4,1
2016,27,SERC,subadult,Peromyscus leucopus,28,20,2,0
2016,27,SERC,subadult,Peromyscus maniculatus,1,1,0,0
2016,27,TALL,adult,Blarina carolinensis,1,0,0,0
2016,27,TALL,adult,Peromyscus gossypinus,40,0,1,0
2016,27,TALL,adult,Peromyscus leucopus,15,0,0,0
2016,27,TALL,adult,Sigmodon hispidus,1,0,0,0
2016,27,TALL,juvenile,Ochrotomys nuttalli,1,0,0,0
2016,27,TALL,subadult,Peromyscus gossypinus,3,0,0,0
2016,27,TALL,subadult,Peromyscus leucopus,3,0,0,0
2016,28,LENO,adult,Peromyscus gossypinus,16,0,0,0
2016,28,LENO,adult,Sigmodon hispidus,1,0,0,0
2016,30,ORNL,adult,Blarina brevicauda,1,0,0,0
2016,30,ORNL,adult,Peromyscus leucopus,85,51,4,0
2016,30,ORNL,adult,Peromyscus maniculatus,16,8,0,0
2016,30,ORNL,adult,Sigmodon hispidus,2,0,0,0
2016,30,ORNL,adult,Tamias striatus,6,1,0,0
2016,30,SCBI,adult,Blarina brevicauda,12,2,0,0
2016,30,SCBI,adult,Microtus pennsylvanicus,3,0,0,0
2016,30,SCBI,adult,Mus musculus,15,3,0,0
2016,30,SCBI,adult,Peromyscus leucopus,43,31,5,0
2016,30,SCBI,adult,Peromyscus maniculatus,2,2,0,0
2016,30,SCBI,subadult,Microtus pennsylvanicus,1,1,0,0
2016,30,SCBI,subadult,Peromyscus leucopus,16,10,2,0
2016,30,SCBI,unknown,Microtus pennsylvanicus,1,0,0,0
2016,30,SCBI,unknown,Mus musculus,1,0,0,0
2016,30,SCBI,unknown,Peromyscus sp.,1,0,0,0
2016,31,BLAN,adult,Peromyscus leucopus,14,10,3,0
2016,31,BLAN,adult,Peromyscus maniculatus,2,2,0,0
2016,31,BLAN,subadult,Peromyscus leucopus,1,1,0,0
2016,31,TALL,adult,Peromyscus gossypinus,43,0,0,0
2016,31,TALL,adult,Peromyscus leucopus,20,0,0,0
2016,31,TALL,adult,Tamias striatus,1,0,0,0
2016,31,TALL,unknown,Blarina carolinensis,7,0,0,0
2016,32,KONZ,adult,Chaetodipus hispidus,7,2,1,1
2016,32,KONZ,adult,Ictidomys tridecemlineatus,1,0,0,0
2016,32,KONZ,adult,Microtus ochrogaster,70,13,6,6
2016,32,KONZ,adult,Microtus pinetorum,2,0,0,0
2016,32,KONZ,adult,Neotoma floridana,14,1,2,1
2016,32,KONZ,adult,Peromyscus leucopus,91,5,10,2
2016,32,KONZ,adult,Peromyscus maniculatus,51,6,5,4
2016,32,KONZ,adult,Reithrodontomys megalotis,1,1,0,0
2016,32,KONZ,adult,Sigmodon hispidus,29,3,3,2
2016,32,KONZ,juvenile,Chaetodipus hispidus,1,0,0,0
2016,32,KONZ,juvenile,Microtus ochrogaster,1,0,0,0
2016,32,KONZ,juvenile,Neotoma floridana,3,0,1,0
2016,32,KONZ,juvenile,Sigmodon hispidus,10,1,0,0
2016,32,KONZ,subadult,Chaetodipus hispidus,2,1,1,0
2016,32,KONZ,subadult,Ictidomys tridecemlineatus,1,0,0,0
2016,32,KONZ,subadult,Microtus ochrogaster,3,2,0,0
2016,32,KONZ,subadult,Neotoma floridana,1,0,0,0
2016,32,KONZ,subadult,Peromyscus maniculatus,1,0,0,0
2016,32,KONZ,subadult,Sigmodon hispidus,14,3,3,3
2016,32,KONZ,unknown,Blarina hylophaga,2,0,0,0
